FID,Volcano_Number,Volcano_Name,Eruption_Number,Activity_Type,ExplosivityIndexMax,ExplosivityIndexModifier,ActivityArea,ActivityUnit,StartEvidenceMethod,StartDateYearModifier,StartDateYear,StartDateYearUncertainty,StartDateDayModifier,StartDateMonth,StartDateDay,StartDateDayUncertainty,EndDateYearModifier,EndDateYear,EndDateYearUncertainty,EndDateDayModifier,EndDateMonth,EndDateDay,EndDateDayUncertainty,GeoLocation
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e28,360120,Pelee,12407,Confirmed Eruption,4,?,,Tephra layers NAB2 and P4,Radiocarbon (corrected),,-590,200,,0,0,,,,,,,,,POINT (14.809 -61.165)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e29,360120,Pelee,12408,Confirmed Eruption,4,P,,,Radiocarbon (uncorrected),?,-440,,,0,0,,,,,,,,,POINT (14.809 -61.165)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e2a,360120,Pelee,12410,Confirmed Eruption,4,P,,,Radiocarbon (uncorrected),?,-200,,,0,0,,,,,,,,,POINT (14.809 -61.165)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e2b,360120,Pelee,12413,Confirmed Eruption,4,P,,,Radiocarbon (uncorrected),?,130,,,0,0,,,,,,,,,POINT (14.809 -61.165)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e2c,360120,Pelee,12415,Confirmed Eruption,4,P,,,Radiocarbon (uncorrected),?,300,,,0,0,,,,,,,,,POINT (14.809 -61.165)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e2d,360120,Pelee,12416,Confirmed Eruption,4,,,Tephra layer P2,Radiocarbon (corrected),,350,75,,0,0,,,,,,,,,POINT (14.809 -61.165)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e2e,360150,Soufriere St. Vincent,12450,Confirmed Eruption,4,,Old summit crater & new NE rim crater,,Historical Observations,,1812,,,4,27,,,1812,,?,6,9,,POINT (13.33 -61.18)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e2f,360150,Soufriere St. Vincent,12453,Confirmed Eruption,4,?,,,Historical Observations,,1902,,,5,6,,,1903,,,3,30,,POINT (13.33 -61.18)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e30,371020,Reykjanes,12495,Confirmed Eruption,4,?,Reykjaneshryggur,Karlsgigur; R-7 tephra,Historical Observations,,1211,,,8,31,30,,,,,,,,POINT (63.85 -22.566)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e31,371020,Reykjanes,12497,Confirmed Eruption,4,,Reykjaneshryggur,R-9 tephra,Historical Observations,,1226,,,7,15,45,?,1227,,,0,0,,POINT (63.85 -22.566)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e32,372010,Vestmannaeyjar,12549,Confirmed Eruption,4,,NW Heimaey (Háin tuff ring),,Tephrochronology,?,-8050,,,0,0,,,,,,,,,POINT (63.416 -20.266)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e33,372020,Eyjafjallajokull,12563,Confirmed Eruption,4,,ENE flank (Fimmvörduháls) and summit,,Historical Observations,,2010,,,3,20,,,2010,,,6,23,,POINT (63.633 -19.633)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e34,372030,Katla,12624,Confirmed Eruption,4,,,Tephra layer N4,Radiocarbon (corrected),?,-1920,,,0,0,,,,,,,,,POINT (63.633 -19.083)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e35,372030,Katla,12631,Confirmed Eruption,4,,,Tephra layer LN,Radiocarbon (corrected),,-1440,40,,0,0,,,,,,,,,POINT (63.633 -19.083)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e36,372030,Katla,12640,Confirmed Eruption,4,,,Tephra layer UN,Radiocarbon (corrected),,-850,50,,0,0,,,,,,,,,POINT (63.633 -19.083)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e37,372030,Katla,12670,Confirmed Eruption,4,,,,Historical Observations,,1612,,,10,12,,,,,,,,,POINT (63.633 -19.083)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e38,372030,Katla,12668,Confirmed Eruption,4,,,,Tephrochronology,?,1550,,,0,0,,,,,,,,,POINT (63.633 -19.083)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e39,372030,Katla,12669,Confirmed Eruption,4,,,,Historical Observations,,1580,,,8,11,,,,,,,,,POINT (63.633 -19.083)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e3a,372030,Katla,19945,Confirmed Eruption,4,,,,Historical Observations,,1245,,,0,0,,,,,,,,,POINT (63.633 -19.083)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e3b,372030,Katla,19946,Confirmed Eruption,5,,,,Historical Observations,,1262,,,0,0,,,,,,,,,POINT (63.633 -19.083)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e3c,372030,Katla,19948,Confirmed Eruption,4,+,SW of Kotlugja,,Historical Observations,,1357,3,,0,0,,,,,,,,,POINT (63.633 -19.083)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e3d,372030,Katla,19950,Confirmed Eruption,4,,,,Historical Observations,,1440,,,0,0,,,,,,,,,POINT (63.633 -19.083)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e3e,372030,Katla,12677,Confirmed Eruption,4,+,South side of caldera,K-1918,Historical Observations,,1918,,,10,12,,,1918,,,11,4,,POINT (63.633 -19.083)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e3f,372030,Katla,19937,Confirmed Eruption,4,,,,Historical Observations,,920,,,0,0,,,,,,,,,POINT (63.633 -19.083)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e40,372030,Katla,19938,Confirmed Eruption,4,?,Eldgjá fissure system (NE flank),,Ice Core,,934,2,,0,0,,?,940,,,0,0,,POINT (63.633 -19.083)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e41,372030,Katla,19944,Confirmed Eruption,4,,,,Tephrochronology,?,1210,,,0,0,,,,,,,,,POINT (63.633 -19.083)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e42,372030,Katla,12667,Confirmed Eruption,4,,,,Tephrochronology,?,1500,,,0,0,,,,,,,,,POINT (63.633 -19.083)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e43,372030,Katla,12671,Confirmed Eruption,5,,,,Historical Observations,,1625,,,9,2,,,1625,,,9,14,,POINT (63.633 -19.083)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e44,372030,Katla,12672,Confirmed Eruption,4,,,,Historical Observations,,1660,,,11,3,,,1661,,,0,0,,POINT (63.633 -19.083)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e45,372030,Katla,12673,Confirmed Eruption,5,?,,,Historical Observations,,1721,,,5,11,,,1721,,,10,15,45,POINT (63.633 -19.083)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e46,372030,Katla,12674,Confirmed Eruption,5,?,E-W fissure in center of caldera,,Historical Observations,,1755,,,10,17,,,1756,,,2,13,,POINT (63.633 -19.083)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e47,372030,Katla,12676,Confirmed Eruption,4,,,,Historical Observations,,1860,,,5,8,,,1860,,,5,27,,POINT (63.633 -19.083)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e48,372030,Katla,19949,Confirmed Eruption,4,?,,,Historical Observations,,1416,,,0,0,,,,,,,,,POINT (63.633 -19.083)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e49,372070,Hekla,12691,Confirmed Eruption,5,,,H5 tephra,Radiocarbon (corrected),?,-5150,,,0,0,,,,,,,,,POINT (63.983 -19.666)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e4a,372070,Hekla,12695,Confirmed Eruption,4,+,,Heka DH tephra,Tephrochronology,?,-4700,,,0,0,,,,,,,,,POINT (63.983 -19.666)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e4b,372070,Hekla,12743,Confirmed Eruption,4,,,,Historical Observations,,1693,,,2,13,,,1693,,?,9,14,,POINT (63.983 -19.666)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e4c,372070,Hekla,12701,Confirmed Eruption,5,?,,Hekla Ö tephra,Radiocarbon (corrected),,-4110,100,,0,0,,,,,,,,,POINT (63.983 -19.666)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e4d,372070,Hekla,12710,Confirmed Eruption,5,,,H4 tephra,Radiocarbon (corrected),,-2310,20,,0,0,,,,,,,,,POINT (63.983 -19.666)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e4e,372070,Hekla,12714,Confirmed Eruption,4,,,Seslund pumice,Tephrochronology,?,-1550,,,0,0,,,,,,,,,POINT (63.983 -19.666)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e4f,372070,Hekla,12718,Confirmed Eruption,5,+,,H3 tephra,Radiocarbon (corrected),,-1100,50,,0,0,,,,,,,,,POINT (63.983 -19.666)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e50,372070,Hekla,12745,Confirmed Eruption,4,,Bjallagigar,,Historical Observations,,1766,,,4,5,,,1768,,,5,0,,POINT (63.983 -19.666)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e51,372070,Hekla,12746,Confirmed Eruption,4,,"Summit, SW and NE flanks",,Historical Observations,,1845,,,9,2,,,1846,,?,4,5,,POINT (63.983 -19.666)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e52,372070,Hekla,12749,Confirmed Eruption,4,,"Hraungigur, Axlargigur, Toppgigur",,Historical Observations,,1947,,,3,29,,,1948,,,4,21,,POINT (63.983 -19.666)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e53,372070,Hekla,12731,Confirmed Eruption,5,,,H1 tephra,Historical Observations,,1104,,,10,15,45,,,,,,,,POINT (63.983 -19.666)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e54,372070,Hekla,12732,Confirmed Eruption,4,,,,Historical Observations,,1158,,,1,19,,,,,,,,,POINT (63.983 -19.666)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e55,372070,Hekla,12735,Confirmed Eruption,4,,,,Historical Observations,,1300,,,7,11,,,1301,,,7,0,,POINT (63.983 -19.666)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e56,372070,Hekla,12739,Confirmed Eruption,4,,,,Historical Observations,,1510,,,7,25,,,,,,,,,POINT (63.983 -19.666)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e57,372070,Hekla,12741,Confirmed Eruption,4,,,,Historical Observations,,1597,,,1,3,,,1597,,>,6,0,,POINT (63.983 -19.666)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e58,373010,Grimsvotn,12755,Confirmed Eruption,6,,,Saksunarvatn tephra,Radiocarbon (corrected),,-8230,50,,0,0,,,,,,,,,POINT (64.416 -17.316)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e59,373010,Grimsvotn,12809,Confirmed Eruption,4,+,Lakagigar (Skaftar) and Grímsvötn,,Historical Observations,,1783,,?,5,0,,,1785,,?,5,26,,POINT (64.416 -17.316)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e5a,373010,Grimsvotn,12818,Confirmed Eruption,4,,,,Historical Observations,,1873,,,1,8,,,1873,,,8,0,,POINT (64.416 -17.316)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e5b,373010,Grimsvotn,12823,Confirmed Eruption,4,,Grímsvötn and Thordarhyrna,,Historical Observations,,1902,,,12,0,,,1904,,,1,12,,POINT (64.416 -17.316)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e5c,373010,Grimsvotn,20767,Confirmed Eruption,4,,SW part of the caldera,,Historical Observations,,2011,,,5,21,,,2011,,,5,28,,POINT (64.416 -17.316)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e5d,373030,Bardarbunga,12854,Confirmed Eruption,4,,Vatnaöldur,,Tephrochronology,?,870,,,0,0,,,,,,,,,POINT (64.633 -17.516)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e5e,373030,Bardarbunga,12865,Confirmed Eruption,6,,Veidivötn (Veidivatnahraun),,Historical Observations,,1477,,?,2,0,,,,,,,,,POINT (64.633 -17.516)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e5f,373060,Askja,12904,Confirmed Eruption,5,,SE part of Askja caldera,,Radiocarbon (corrected),,-8910,200,,0,0,,,,,,,,,POINT (65.033 -16.783)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e60,373060,Askja,12911,Confirmed Eruption,5,,"Öskjuvatn Caldera, Viti, Sveinagja",,Historical Observations,,1875,,,1,1,,,1875,,,10,17,,POINT (65.033 -16.783)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e61,373080,Krafla,12934,Confirmed Eruption,4,,"Hverfjall, Jarbadsholar",,Tephrochronology,?,-650,,,0,0,,,,,,,,,POINT (65.715 -16.728)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e62,374010,Oraefajokull,12958,Confirmed Eruption,5,,,,Historical Observations,,1362,,,6,5,4,,1362,,,10,15,45,POINT (64.05 -16.633)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e63,374010,Oraefajokull,12959,Confirmed Eruption,4,,"Caldera, west flank (to 1100 m)",,Historical Observations,,1727,,,8,3,,,1728,,,5,1,30,POINT (64.05 -16.633)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e64,382080,Sete Cidades,13008,Confirmed Eruption,4,,Seara Cerrado da Ladeira,,Tephrochronology,?,-3050,,,0,0,,,,,,,,,POINT (37.87 -25.78)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e65,382080,Sete Cidades,13011,Confirmed Eruption,4,,SE caldera floor (Lagoa de Santiago),,Radiocarbon (uncorrected),,90,100,,0,0,,,,,,,,,POINT (37.87 -25.78)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e66,382080,Sete Cidades,13012,Confirmed Eruption,4,,SE caldera floor (Lagoa Rasa),,Tephrochronology,,380,300,,0,0,,,,,,,,,POINT (37.87 -25.78)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e67,382080,Sete Cidades,13016,Confirmed Eruption,4,,SW side of caldera (Caldeira Seca),,Historical Observations,?,1444,,,0,0,,,,,,,,,POINT (37.87 -25.78)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e68,382090,Agua de Pau,13032,Confirmed Eruption,5,?,"Caldera, NW flank (Cerro Queimado)",,Historical Observations,,1563,,,6,28,,,1563,,,7,26,5,POINT (37.77 -25.47)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e69,382090,Agua de Pau,13026,Confirmed Eruption,5,,Lagoa do Fogo caldera and north flank,,Radiocarbon (uncorrected),?,-2990,,,0,0,,,,,,,,,POINT (37.77 -25.47)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e6a,382090,Agua de Pau,13029,Confirmed Eruption,4,,Lagoa do Fogo caldera,,Radiocarbon (uncorrected),?,-1290,,,0,0,,,,,,,,,POINT (37.77 -25.47)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e6b,382100,Furnas,13037,Confirmed Eruption,5,,N floor of younger caldera,Tephra layer C,Radiocarbon (uncorrected),,80,100,,0,0,,,,,,,,,POINT (37.77 -25.32)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e6c,382100,Furnas,13038,Confirmed Eruption,4,,Center of caldera (Gaspar),Tephra layer F,Radiocarbon (uncorrected),,840,100,,0,0,,,,,,,,,POINT (37.77 -25.32)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e6d,382100,Furnas,13039,Confirmed Eruption,4,,E caldera floor (Lake crater),Tephra layer G,Radiocarbon (uncorrected),,1170,100,,0,0,,,,,,,,,POINT (37.77 -25.32)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e6e,382100,Furnas,13041,Confirmed Eruption,4,,Center of caldera (Gaspar),Tephra layer I,Historical Observations,,1441,2,,0,0,,,,,,,,,POINT (37.77 -25.32)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e6f,382100,Furnas,13042,Confirmed Eruption,5,,South end of caldera (Pico da Areia),,Historical Observations,,1630,,,9,3,,,1630,,,11,2,,POINT (37.77 -25.32)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e70,383030,Tenerife,13093,Confirmed Eruption,4,+,"Montaña Blanca, Pico Viejo",,Radiocarbon (corrected),,-80,40,,0,0,,,,,,,,,POINT (28.271 -16.641)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e71,390028,Hudson Mountains,19975,Confirmed Eruption,4,?,Hudson Mts Subglacial Volcano,,Ice Core,,-210,200,,0,0,,,,,,,,,POINT (-74.33 -99.42)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e72,600000,Unknown Source,13307,Confirmed Eruption,6,?,"Tropical latitude (SP, 365 ppb sulfate)",,Historical Observations,,1808,,,12,4,7,,,,,,,,
